attack,epsilon,num_steps,total_samples,transfer_asr,adv_accuracy,avg_confidence_drop,std_confidence_drop,avg_l2_norm,avg_linf_norm,avg_snr_db
PGD,0.001,40,400,0.4375,0.5625,0.2164279475901276,0.315322289871941,0.12017796847682732,0.0009540040426565191,45.572169010455795
PGD,0.005,40,400,0.4875,0.5125,0.3247151178331114,0.4548943372008204,0.5860270078365619,0.004769920147597217,31.813644959376408
PGD,0.01,40,400,0.4875,0.5125,0.3216647489834577,0.44685326172090367,1.1206557464141111,0.009539840295194434,26.177464925325832
PGD,0.02,40,400,0.485,0.515,0.308198587205261,0.4162237728350448,2.116554854007868,0.019079680590388868,20.63909039130578
PGD,0.05,40,400,0.48,0.52,0.27823026271536944,0.3124818746099763,4.899720407449282,0.0476991875240436,13.325309404960045
