attack,epsilon,total_samples,transfer_asr,adv_accuracy,avg_confidence_drop,std_confidence_drop,avg_l2_norm,avg_linf_norm,avg_snr_db
FGSM,0.001,400,0.1375,0.8625,0.10459865920245648,0.15291477017106975,0.12507086591078684,0.000954008756357675,45.20301261314979
FGSM,0.005,400,0.1275,0.8725,0.13671269845217465,0.1375151408424309,0.625355315896181,0.004769920147597217,31.22562397443331
FGSM,0.01,400,0.1275,0.8725,0.14267196521162986,0.11895113150535147,1.2507108954282908,0.009539840295194434,25.20508546095628
FGSM,0.02,400,0.1475,0.8525,0.16001584589481355,0.1397850636277794,2.501422020105215,0.019079680590388868,19.18450018075796
FGSM,0.05,400,0.25,0.75,0.19968778118491173,0.21351152069232252,6.253555224492,0.0476991875240436,11.225703624578623
